zpid,home type,region,value,bed,bath,sqft,address full,address,city,state,zip,status,time on zillow,views,saves,description,type,year built,heating,cooling,parking,hoa,lot,price/sqft,garage spaces,attached garage,stories,major remodel year,monthly cost,school 1,school 2,school 3,lat,lon,api lat,api lon,api link,api zestimate,api zestimate low,api zestimate high,api rent zestimate,api rent zestimate low,api rent zestimate high,date sold,home value,rent value,date available,pets,laundry,deposit & fees,api neighborhood index
27552913,Sold,Sugar Land,225000.0,3.0,2.0,1688.0,"2038 Creek Valley Ln, Sugar Land, TX 77478",2038 Creek Valley Ln,Sugar Land,TX,77478,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Completely Renovated!!! Floor to ceiling! Never Flooded!! Great Neighborhood Great School District Walking distance to Lost Creek Park Renovations include: New Custom Cabinets throughout New Granite Counter Tops throughout New Composite kitchen single basin sink New Floors & backsplashes throughout Stainless Steel Appliances New Refrigerator - comes with 2- 1 in garage 5 Burner Cooktop Washer / Dryer Walk in shower in Master New Faucets, Light Fixtures, Door & Cabinet Hardware Larger Baseboards New Landscaping New Hot Water Heater New Paint throughout Updated Fireplace Side yard is decked and has arbor to shade you on sunny days. The back yard is decked for your entertaining pleasure. Large formal living/den with floor to ceiling fireplace seen from living and formal dining. Nice sized Master with en suite bath and 2 guest rooms with hall bath. Gorgeous tree-lined street in neighborhood with pool, park and walking trails within walking distance. A short drive to First Colony Mall and 59 S.More",Single Family,1985.0,Forced air,Central,2.0,362.0,5250.0,,,,,,,8.0,8.0,8.0,,,29.592826,-95.59276,http://www.zillow.com/homedetails/2038-Creek-Valley-Ln-Sugar-Land-TX-77478/27552913_zpid/,225802,205480,248382,1800,1638,1890,08/26/19,225224.0,,,,,,
27552957,Sold,Sugar Land,187500.0,3.0,2.0,1749.0,"3418 Honey Creek Dr, Sugar Land, TX 77478",3418 Honey Creek Dr,Sugar Land,TX,77478,Sold,,,,"3418 Honey Creek Dr, Sugar Land, TX is a single family home that contains 1,749 sq ft and was built in 1987. It contains 3 bedrooms and 2 bathrooms. This home last sold for $187,500 in November 2017. The Zestimate for this house is $192,413, which has decreased by $511 in the last 30 days. The Rent Zestimate for this home is $1,650/mo. More",Single Family,1987.0,Other,Central,2.0,362.0,4922.0,,,,,,,8.0,8.0,8.0,,,29.59217,-95.593711,http://www.zillow.com/homedetails/3418-Honey-Creek-Dr-Sugar-Land-TX-77478/27552957_zpid/,193055,173750,214291,1650,1501,1799,11/20/17,192413.0,,,,,,
27553019,Sold,Sugar Land,230000.0,3.0,3.0,1845.0,"3426 Woodmere Ln, Sugar Land, TX 77478",3426 Woodmere Ln,Sugar Land,TX,77478,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Beautiful 3 bedroom Cul-de Sac home with with lots of upgrades. Recently painted inside and out with new carpets. The rooms are light, bright and airy. The floor plan allows for first floor living, with all bedrooms up. The study/formal dining is a flexible space with access to the kitchen. Lots of storage space and stainless appliances make this an ideal kitchen. The breakfast nook is large enough for a table of 8-10 and therefore all types of dining and occasions. The back yard features a stunning mature oak tree which provides plenty of shade for the outdoor patio. located close to Oyster Creek Park, Lost Creek Park and the new community pool which will open in May.More",Single Family,1986.0,Other,Central,2.0,362.0,7640.0,,,,,,,8.0,8.0,8.0,,,29.596358,-95.593791,http://www.zillow.com/homedetails/3426-Woodmere-Ln-Sugar-Land-TX-77478/27553019_zpid/,234804,213672,258284,1700,1615,1819,05/16/18,233542.0,,,,,,
27553044,For Sale,Sugar Land,249000.0,3.0,3.0,2137.0,"3535 Woodmere Ln, Sugar Land, TX 77478",3535 Woodmere Ln,Sugar Land,TX,77478,For sale,17.0,956.0,31.0,"Beautiful traditional 3 bedroom, 2.5 bathroom, 2 story home in Fort Bend ISD. Updated with granite counters and beautifully upgraded flooring, no carpet! Roof replaced in 2019. Light and bright kitchen boasts gas-top range & ample cabinetry for storage & prep. Main living area vaulted ceilings and a large brick fireplace. Spacious Master Bedroom downstairs with dual sinks. Digital AI Thermostat A/C controller. Gameroom upstairs. New deck for relaxing out back, new tool shed in backyard. Located just a few blocks from Lost Creek and Oyster Creek Park. Local amenities include a community pool and soccer fields, golf course and a 2 mile trail. The area is never flooded, less than a mile to Highway 6 and Highway 59, close to shopping and dining, just a few miles from the Sugar Land Town Center.",Single Family,1985.0,Other,Central,2.0,65.0,6229.0,117.0,2.0,Yes,2.0,1985.0,1662.0,8.0,8.0,8.0,,,29.596795,-95.592198,http://www.zillow.com/homedetails/3535-Woodmere-Ln-Sugar-Land-TX-77478/27553044_zpid/,242318,230202,254434,1790,1701,1897,,,,,,,,
27553496,For Sale,Missouri City,100000.0,3.0,2.0,1423.0,"1711 Pecan Ln, Stafford, TX 77477",1711 Pecan Ln,Stafford,TX,77477,For sale,4.0,1285.0,105.0,"Great 3 bedroom 2 bathroom home with lots of opportunity. Home offers open concept layout with spacious family room, den, and bedrooms. Lots of green space with over sized yard. Back yard boasts a covered patio and sparkling pool, great for outdoor gatherings. Zoned to Stafford ISD with easy access to Beltway 8. Don't wait, call us today for more details.",Single Family,1960.0,Other,Central,2.0,,8995.0,70.0,2.0,Yes,1.0,1960.0,625.0,4.0,6.0,3.0,,,29.612688,-95.5335,http://www.zillow.com/homedetails/1711-Pecan-Ln-Stafford-TX-77477/27553496_zpid/,,,,1400,1302,1540,,,,,,,,
27553658,Sold,Missouri City,167500.0,3.0,2.0,1488.0,"2603 Cedar Brook Ct, Stafford, TX 77477",2603 Cedar Brook Ct,Stafford,TX,77477,Sold,,,,"2603 Cedar Brook Ct, Stafford, TX is a single family home that contains 1,488 sq ft and was built in 1980. It contains 3 bedrooms and 2 bathrooms. This home last sold for $167,500 in May 2017. The Zestimate for this house is $172,981, which has decreased by $366 in the last 30 days. The Rent Zestimate for this home is $1,400/mo, which has decreased by $24/mo in the last 30 days. More",Single Family,1980.0,Other,Central,2.0,No Data,0.28,,,,,,,4.0,6.0,3.0,,,29.608878,-95.554311,http://www.zillow.com/homedetails/2603-Cedar-Brook-Ct-Stafford-TX-77477/27553658_zpid/,173436,156092,192514,1450,1334,1537,05/24/17,172981.0,,,,,,
27553834,For Sale,Missouri City,179900.0,3.0,2.0,1500.0,"458 Oakdale Dr, Stafford, TX 77477",458 Oakdale Dr,Stafford,TX,77477,For sale,4.0,268.0,16.0,"WOW! Lovely warm & cozy home in highly desirable Fort Bend county with easy access to EVERYTHING! This LOW PROPERTY TAX, single story home in the best part of Dove Country is sure to impress! Amazing home with great curb appeal. Pristine and well maintained home. If you love natural light this is it! Vaulted high ceilings with fresh paint in and out. This home features an open floor concept with a living area that has laminate flooring and a fireplace. The kitchen features an island and tile flooring, Master bath, granite counter top and framed mirror. Huge backyard features deck area and so much more! Home is Located with easy access to both Highway 59 & Beltway 8. Only a 20 minute drive to Houston's Prestigious Medical Center and Museum District. Priced To SELL QUICKLY, Don't sleep or think twice on this one. *Did not Flood. Come view this home today!",Single Family,1982.0,Other,Central,2.0,14.0,7095.0,120.0,2.0,Yes,1.0,1982.0,1137.0,5.0,3.0,2.0,,,29.609472,-95.557179,http://www.zillow.com/homedetails/458-Oakdale-Dr-Stafford-TX-77477/27553834_zpid/,172974,164325,181623,1400,1302,1540,,,,,,,,
27553857,For Sale,Missouri City,170000.0,4.0,2.0,1545.0,"2803 Dove Country Dr, Stafford, TX 77477",2803 Dove Country Dr,Stafford,TX,77477,For sale,14.0,499.0,10.0,"This is a 3-4-2-2 bedrooms home. never flooded, room sizes are approximate and not guaranteed.",Single Family,1981.0,Other,Central,2.0,16.0,8071.0,110.0,2.0,Yes,1.0,1981.0,1077.0,5.0,3.0,2.0,,,29.607906,-95.558619,http://www.zillow.com/homedetails/2803-Dove-Country-Dr-Stafford-TX-77477/27553857_zpid/,165076,156822,173330,1450,1363,1522,,,,,,,,
27555421,Sold,Sugar Land,244000.0,3.0,2.0,1861.0,"1111 Summer Brk, Sugar Land, TX 77479",1111 Summer Brk,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Pristine home in top ranked neighborhood. Original owners have beautifully maintained this home inside and out. The open concept floor plan is elegant and features formal dining & living, a spacious den and kitchen. The master bedroom overlooks the back yard rose garden and includes a bay window. A deep jetted tub, seamless shower doors and fresh paint make the master bath inviting. Plantation shutters dress many of the windows and add privacy. Young roof and many appliances have been replaced.MoreWhat I Love About The HomeThe owners of this home are the original ones. They have had no pets or children living in the home, so it is in really great condition. It is one of the smaller homes in a section of Greatwood that has beautiful mature trees and nice sized lots. It is also not so far back into the community that you have to drive and drive just to get to the main access roads.",Single Family,1995.0,Forced air,Central,2.0,69.0,7531.0,,,,,,,10.0,10.0,8.0,,,29.542317,-95.673032,http://www.zillow.com/homedetails/1111-Summer-Brk-Sugar-Land-TX-77479/27555421_zpid/,250084,225076,277593,1800,1656,1890,02/19/18,248907.0,,,,,,
27556163,Sold,Sugar Land,142304.0,3.0,2.5,2538.0,"6910 Hearthside Dr, Sugar Land, TX 77479",6910 Hearthside Dr,Sugar Land,TX,77479,Sold,,,,"6910 Hearthside Dr, Sugar Land, TX is a single family home that contains 2,538 sq ft and was built in 1991. It contains 3 bedrooms and 2.5 bathrooms. This home last sold for $142,304 in November 2017. The Zestimate for this house is $326,874, which has increased by $5,228 in the last 30 days. The Rent Zestimate for this home is $2,300/mo, which has increased by $81/mo in the last 30 days. More",Single Family,1991.0,Other,Central,2.0,70.0,8270.0,,,,,,,10.0,10.0,8.0,,,29.55123,-95.689544,http://www.zillow.com/homedetails/6910-Hearthside-Dr-Sugar-Land-TX-77479/27556163_zpid/,326874,310530,349755,2300,2047,2484,11/14/17,326874.0,,,,,,
27556330,Sold,Sugar Land,165000.0,3.0,2.0,2198.0,"6930 Shady Ln, Sugar Land, TX 77479",6930 Shady Ln,Sugar Land,TX,77479,Sold,,,,"6930 Shady Ln, Sugar Land, TX is a single family home that contains 2,198 sq ft and was built in 1992. It contains 3 bedrooms and 2 bathrooms. This home last sold for $165,000 in November 2018. The Zestimate for this house is $167,035, which has decreased by $135 in the last 30 days. The Rent Zestimate for this home is $1,750/mo. More",Single Family,1992.0,Other,Central,2.0,70.0,7224.0,,,,,,,10.0,10.0,8.0,,,29.550074,-95.689133,http://www.zillow.com/homedetails/6930-Shady-Ln-Sugar-Land-TX-77479/27556330_zpid/,167427,152359,184170,1750,1663,1890,11/18/18,167035.0,,,,,,
27556340,Sold,Sugar Land,246500.0,3.0,3.0,2115.0,"6911 Woodside Dr, Sugar Land, TX 77479",6911 Woodside Dr,Sugar Land,TX,77479,Sold,,,,"6911 Woodside Dr, Sugar Land, TX is a single family home that contains 2,115 sq ft and was built in 1991. It contains 3 bedrooms and 3 bathrooms. This home last sold for $246,500 in May 2019. The Zestimate for this house is $246,661, which has decreased by $1,298 in the last 30 days. The Rent Zestimate for this home is $1,795/mo, which has decreased by $5/mo in the last 30 days. More",Single Family,1991.0,Other,Central,2.0,70.0,7727.0,,,,,,,10.0,10.0,8.0,,,29.549755,-95.690122,http://www.zillow.com/homedetails/6911-Woodside-Dr-Sugar-Land-TX-77479/27556340_zpid/,247995,225675,272794,1800,1602,1890,05/30/19,246661.0,,,,,,
27556501,Sold,Sugar Land,240000.0,3.0,2.0,2155.0,"6814 Springcrest Dr, Sugar Land, TX 77479",6814 Springcrest Dr,Sugar Land,TX,77479,Sold,,,,"6814 Springcrest Dr, Sugar Land, TX is a single family home that contains 2,155 sq ft and was built in 1991. It contains 3 bedrooms and 2 bathrooms. This home last sold for $240,000 in November 2017. The Zestimate for this house is $246,471, which has decreased by $641 in the last 30 days. The Rent Zestimate for this home is $1,800/mo, which has decreased by $50/mo in the last 30 days. More",Single Family,1991.0,Other,Central,2.0,70.0,7531.0,,,,,,,10.0,10.0,8.0,,,29.545469,-95.69348,http://www.zillow.com/homedetails/6814-Springcrest-Dr-Sugar-Land-TX-77479/27556501_zpid/,247254,222529,274452,1800,1710,1980,11/06/17,246471.0,,,,,,
27557028,Sold,Sugar Land,240000.0,3.0,2.0,1949.0,"7530 Orchard Hills Ln, Sugar Land, TX 77479",7530 Orchard Hills Ln,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Get ready to Fall in LOVE with this Single-Story, Split Bedroom design in Greatwood Crossing! Special Details make this Family-Friendly Home live Much Larger than its Square Footage with absolutely no wasted space! Multiple access points for each main living area creates a PHENOMENAL Flow. Formal Dining offers Direct access to Kitchen OR, close the French Doors & Door to the Kitchen & use as a Private Study! Bright & Happy Island Kitchen boasts Granite Countertops, Amazing Built-in Shelves (Keep those Cookbooks handy), a Bay Window behind the Sink, and Updated Appliances - Including a BRAND NEW 2019 Cooktop! Enjoy Entertainment Built-ins in the XL Family Room. BEAUTIFUL Updated Tile Flooring in Foyer, Dining, Kitchen & Family Room + Fireplace Surround. BRAND NEW INTERIOR & EXTERIOR PAINT! STUNNING REMODELED MASTER BATH features Exotic Granite, Soaking Tub + Separate Shower. Rich Wood-look Laminate Flooring in all 3 Bedrooms - NO CARPET! PROFESSIONAL PHOTOS TO BE ADDED WEDNESDAY 5/15.More",Single Family,1994.0,Other,Central,2.0,69.0,6982.0,,,,,,,10.0,10.0,8.0,,,29.544287,-95.67973,http://www.zillow.com/homedetails/7530-Orchard-Hills-Ln-Sugar-Land-TX-77479/27557028_zpid/,241357,219635,265493,1750,1627,1837,06/06/19,240137.0,,,,,,
27557458,Sold,Sugar Land,225000.0,3.0,2.0,1986.0,"1714 Bluebeard Ct, Sugar Land, TX 77479",1714 Bluebeard Ct,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.VALUE ALERT...Lowest priced home in Greatwood! Zoned to Campbell Elementary. Lovely one story located on a corner lot of a cul-de-sac street in desirable Greatwood. 3 bedrooms and 2 baths split floor plan. This home features a new roof (2019) along with new interior paint (2019) and new carpet (2019)in bedrooms. Lighting has also been updated (2019)in master bedroom and family room. Laminate wood flooring throughout the family room and dining room. Open concept living with an oversized family room with a double sided fireplace to dining room. Large, granite island kitchen perfect for meals and entertaining. Spacious backyard and side yards. Easy access to grocery, restaurants, shopping & entertainment. Greatwood features many community amenities including recreation center, pool, playgrounds, tennis and sand volleyball courts. DID NOT FLOOD.More",Single Family,1997.0,Other,Central,2.0,70.0,8886.0,,,,,,,10.0,10.0,8.0,,,29.556298,-95.665375,http://www.zillow.com/homedetails/1714-Bluebeard-Ct-Sugar-Land-TX-77479/27557458_zpid/,225960,205624,248556,1795,1651,1885,12/18/19,225438.0,,,,,,
27557565,Sold,Sugar Land,237000.0,3.0,2.0,1866.0,"1738 Wind Trace Cv, Sugar Land, TX 77479",1738 Wind Trace Cv,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Charming updated MOVE IN READY one story in the heart of Greatwood! New Laminate wood Floors in front entry,guest bathroom and Kitchen, Kitchen remodeled with Granite countertops,New sink plus faucet, New highend Stainless steel Frigidare appliances,New backdoor and storm door,Newly remodeled Guest Bathroom, New paint throughout interior. Exterior painted and powerwashed. New highend Washer and dryer stay with house! Custom shelving in Garage. Great schools - this is the ONE!More",Single Family,1997.0,Other,Central,2.0,70.0,6973.0,,,,,,,10.0,10.0,8.0,,,29.558503,-95.664103,http://www.zillow.com/homedetails/1738-Wind-Trace-Cv-Sugar-Land-TX-77479/27557565_zpid/,245457,220911,272457,1775,1615,1899,07/28/17,244751.0,,,,,,
27559584,Sold,Sugar Land,138500.0,1.0,1.0,977.0,"2611 Grants Lake Blvd APT 211, Sugar Land, TX 77479",2611 Grants Lake Blvd APT 211,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Beautiful Grants Lake end unit townhome in the heart of Sugar Land overlooking a tree-lined esplanade with new roof features a tiled entry leading to a spacious living room with two-story wood beamed ceiling & skylight, wood burning fireplace, windows & glass door overlooking the patio. Dining room w/ceiling fan & lighting opens to kitchen with wood-stained cabinets, breakfast/serving bar and pantry with plenty of storage nearby and space for a full-size stackable washer & dryer. Master suite has double door entry off living room and includes private access to patio and dressing area with wardrobe mirrors and large walk-in closet. Private water closet w/updated walk-in shower & frame-less glass enclosure is also accessible for guests from the kitchen area. Upstairs loft with 11x11 storage closet is perfect for study, game room etc. Enjoy carefree living in this Grants Lake townhome with convenient access to HWY 59 & HWY 6, local shopping/First Colony Mall & dining destinations.More",Townhouse,1983.0,Other,Central,1.0,381.0,1128.0,,,,,,,8.0,10.0,10.0,,,29.592019,-95.613193,http://www.zillow.com/homedetails/2611-Grants-Lake-Blvd-APT-211-Sugar-Land-TX-77479/27559584_zpid/,139038,126525,152942,1400,1204,1540,09/23/19,139038.0,,,,,,
27559591,Sold,Sugar Land,140000.0,1.0,1.0,977.0,"2611 Grants Lake Blvd APT 218, Sugar Land, TX 77479",2611 Grants Lake Blvd APT 218,Sugar Land,TX,77479,Sold,,,,"2611 Grants Lake Blvd APT 218, Sugar Land, TX is a townhouse home that contains 977 sq ft and was built in 1983. It contains 1 bedroom and 1 bathroom. This home last sold for $140,000 in March 2018. The Zestimate for this house is $138,262, which has increased by $267 in the last 30 days. The Rent Zestimate for this home is $1,450/mo, which has increased by $98/mo in the last 30 days. More",Townhouse,1983.0,Other,Central,Carport,362.0,1180.0,,,,,,,8.0,10.0,10.0,,,29.592023,-95.613056,http://www.zillow.com/homedetails/2611-Grants-Lake-Blvd-APT-218-Sugar-Land-TX-77479/27559591_zpid/,138262,124436,153471,1450,1203,1639,03/06/18,138262.0,,,,,,
27559597,For Sale,Sugar Land,189900.0,2.0,2.0,1230.0,"2611 Grants Lake Blvd APT 226, Sugar Land, TX 77479",2611 Grants Lake Blvd APT 226,Sugar Land,TX,77479,For sale,69.0,561.0,10.0,"2-Bedroom Townhome with prime location. Located near 59 & Hwy 6, this property is ready for move in! In addition to a large living area and comfortable kitchen, the home has two good-sized bedrooms, one up and one down. The loft space upstairs would make a wonderful office. New carpet, high ceiling, laminate flooring & fresh paint. Complete with a cozy fireplace & fenced patio area for BBQ. Zoned to Clements High School. Walking distance to library, post office, Town Center, and First Colony Mall.",Townhouse,1983.0,Other,Central,Carport,381.0,1006.0,154.0,,,2.0,1983.0,1599.0,8.0,10.0,10.0,,,29.59247,-95.612902,http://www.zillow.com/homedetails/2611-Grants-Lake-Blvd-APT-226-Sugar-Land-TX-77479/27559597_zpid/,184384,175165,193603,1455,1310,1542,,,,,,,,
27559620,For Sale,Sugar Land,195000.0,3.0,2.0,1283.0,"2510 Grants Lake Blvd APT 23, Sugar Land, TX 77479",2510 Grants Lake Blvd APT 23,Sugar Land,TX,77479,For sale,243.0,2591.0,66.0,"Location, Location, Location! Sugar Land picturesque First Colony community of Grants Lake. This townhouse offers easy living convenience, boasts high ceilings, tile flooring, a family room with a fireplace open to breakfast area/kitchen, relax and enjoy the views thru Plantation Shutters overlooking lake/fountain views, side yard mature trees and lush landscaping. Create your culinary creations in this heart of the home kitchen-complete with a tile backsplash, SS Appliances, granite countertops, light&airy open feel. Extra walk-in storage closet plus Stackable Washer/Dryer stays, convenient to kitchen. Master down, opens onto your private patio. Large bedrooms upstairs, one with view of the lake, plantation shutters open to downstairs. Located along Hwy 6 offers easy access to Sugar Land Town Square dining, entertainment, shopping, and medical services plus Hwy 59. Near Oyster Creek nature walking trails/lake. Top-Rated Fort Bend ISD, Wheel Chair Access. Recent HVAC & HotWaterHeater.",Townhouse,1983.0,Other,Central,1.0,399.0,1001.0,152.0,1.0,,2.0,1983.0,1650.0,8.0,10.0,10.0,,,29.593683,-95.611211,http://www.zillow.com/homedetails/2510-Grants-Lake-Blvd-APT-23-Sugar-Land-TX-77479/27559620_zpid/,189609,180129,199089,1550,1395,1643,,,,,,,,
27560209,Sold,Sugar Land,169900.0,3.0,2.0,1335.0,"1911 Greenbriar Dr, Sugar Land, TX 77498",1911 Greenbriar Dr,Sugar Land,TX,77498,Sold,,,,Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Has updated kitchen with with granite countertops and tile on the floor. Bathrooms are updated with granite countertops and tile in showers. Hard wood flooring in the living area and dinning/office area. Has built in wooden back patio.More,Single Family,1970.0,Forced air,Central,2.0,No Data,6520.0,,,,,,,9.0,7.0,6.0,,,29.648845,-95.62526,http://www.zillow.com/homedetails/1911-Greenbriar-Dr-Sugar-Land-TX-77498/27560209_zpid/,173656,158027,191022,1450,1305,1537,04/19/18,172735.0,,,,,,
27560218,Sold,Sugar Land,147000.0,3.0,2.0,1235.0,"1819 Greenbriar Dr, Sugar Land, TX 77498",1819 Greenbriar Dr,Sugar Land,TX,77498,Sold,,,,"1819 Greenbriar Dr, Sugar Land, TX is a single family home that contains 1,235 sq ft and was built in 1970. It contains 3 bedrooms and 2 bathrooms. This home last sold for $147,000 in July 2018. The Zestimate for this house is $149,667, which has increased by $268 in the last 30 days. The Rent Zestimate for this home is $1,440/mo. More",Single Family,1970.0,Other,Central,2.0,No Data,6555.0,,,,,,,9.0,7.0,6.0,,,29.647355,-95.625232,http://www.zillow.com/homedetails/1819-Greenbriar-Dr-Sugar-Land-TX-77498/27560218_zpid/,149667,136197,164634,1440,1354,1598,07/20/18,149667.0,,,,,,
27560362,Sold,Sugar Land,135000.0,3.0,2.0,1151.0,"13631 Greenway Dr, Sugar Land, TX 77498",13631 Greenway Dr,Sugar Land,TX,77498,Sold,,,,"13631 Greenway Dr, Sugar Land, TX is a single family home that contains 1,151 sq ft and was built in 1970. It contains 3 bedrooms and 2 bathrooms. This home last sold for $135,000 in April 2018. The Zestimate for this house is $137,920, which has increased by $253 in the last 30 days. The Rent Zestimate for this home is $1,425/mo, which has increased by $14/mo in the last 30 days. More",Single Family,1970.0,Other,Central,2.0,No Data,7230.0,,,,,,,9.0,7.0,6.0,,,29.646509,-95.623835,http://www.zillow.com/homedetails/13631-Greenway-Dr-Sugar-Land-TX-77498/27560362_zpid/,137920,125507,151712,1425,1311,1539,04/30/18,137920.0,,,,,,
27561874,Sold,Sugar Land,50000.0,1.0,1.0,1391.0,"16635 Pecan Dr, Sugar Land, TX 77498",16635 Pecan Dr,Sugar Land,TX,77498,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Build your dream home on this beautiful, treed one acre tract in Sugar Land. The lot features beautiful old growth oaks and won\'t last long at this price. This lot was high and dry during Harvey.More",Single Family,1984.0,Other,Central,1.0,8.0,1.1,,,,,,,8.0,9.0,8.0,,,29.652367,-95.673641,http://www.zillow.com/homedetails/16635-Pecan-Dr-Sugar-Land-TX-77498/27561874_zpid/,207472,184650,226144,1600,1456,1744,06/02/19,207472.0,,,,,,
27561946,Sold,Sugar Land,180000.0,3.0,3.0,2044.0,"2630 Coopers Post Ln, Sugar Land, TX 77478",2630 Coopers Post Ln,Sugar Land,TX,77478,Sold,,,,"2630 Coopers Post Ln, Sugar Land, TX is a single family home that contains 2,044 sq ft and was built in 1978. It contains 3 bedrooms and 3 bathrooms. This home last sold for $180,000 in May 2017. The Zestimate for this house is $186,648, which has decreased by $548 in the last 30 days. The Rent Zestimate for this home is $1,700/mo, which has increased by $3/mo in the last 30 days. More",Single Family,1978.0,Other,Central,2.0,No Data,6878.0,,,,,,,8.0,8.0,8.0,,,29.599034,-95.607927,http://www.zillow.com/homedetails/2630-Coopers-Post-Ln-Sugar-Land-TX-77478/27561946_zpid/,187413,168672,208028,1700,1513,1836,05/15/17,186648.0,,,,,,
27561961,For Sale,Sugar Land,249900.0,3.0,2.0,1963.0,"2535 Long Reach Dr, Sugar Land, TX 77478",2535 Long Reach Dr,Sugar Land,TX,77478,For sale,23.0,963.0,16.0,"Come and See this beautifully well maintained home in the Highlands! The Home has recently been updated with a NEW ROOF. The formal living and dining room comes equipped with a well situated full wet bar and bar seating, there is also an atrium with glass sliding doors in the center of the house, perfect for social occasions. The home features a large backyard with a tiled patio that leads to a fountain, there is also a small shed for all your storage needs. Great Location the property sits in a quiet subdivision just minutes away from Hwy6 & US59, First Colony and Town Center shopping and restaurant districts and more! Zoned to Award winning Fort Bend ISD schools. The home is priced to sell come soon!",Single Family,1982.0,Other,Central,2.0,43.0,7636.0,127.0,2.0,Yes,1.0,1982.0,1646.0,8.0,8.0,8.0,,,29.597429,-95.609765,http://www.zillow.com/homedetails/2535-Long-Reach-Dr-Sugar-Land-TX-77478/27561961_zpid/,242794,230654,254934,1725,1621,1846,,,,,,,,
27562033,Sold,Sugar Land,250000.0,3.0,2.0,1963.0,"1918 Barons Gln, Sugar Land, TX 77478",1918 Barons Gln,Sugar Land,TX,77478,Sold,,,,"1918 Barons Gln, Sugar Land, TX is a single family home that contains 1,963 sq ft and was built in 1982. It contains 3 bedrooms and 2 bathrooms. This home last sold for $250,000 in May 2017. The Zestimate for this house is $258,939, which has decreased by $748 in the last 30 days. The Rent Zestimate for this home is $1,800/mo. More",Single Family,1982.0,Other,Central,2.0,No Data,0.26,,,,,,,8.0,8.0,8.0,,,29.597662,-95.60732,http://www.zillow.com/homedetails/1918-Barons-Gln-Sugar-Land-TX-77478/27562033_zpid/,259901,233911,288490,1800,1656,1944,05/30/17,258939.0,,,,,,
27562085,Sold,Sugar Land,229900.0,3.0,2.0,1655.0,"2503 Ferry Lndg, Sugar Land, TX 77478",2503 Ferry Lndg,Sugar Land,TX,77478,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Beautifully Remodeled One-Story Home in the Heart of Sugar Land with a HUGE 10,171 SQ FT Lot at the End of a Quiet Cul-De-Sac! Living Areas w/ Modern Tile Wood Porcelain. The Chef of the Family will love the Gourmet Kitchen Completely Redone w/ Luna Pearl Granite, Rich Cabinetry, & Stainless Steel Appliances. The Spacious Den is the Heart of the Home with VAULTED ceilings opening to the rest of the home with a Cozy Fireplace. Master Bedroom Retreat w/ Vaulted Ceilings & Gorgeous Master Bathroom Featuring His & Hers Vanities w/ Granite, Carerra Marble Bath/Shower & Custom Porcelain Tile. All Bedrooms w/ NEW Carpet & Updated Secondary Bath featuring Carerra Marble Bath & Granite Counter Tops. Spend evenings Relaxing on the COVERED BACK PATIO overlooking your EXPANSIVE backyard w/ Plenty of Space for a Pool & Family Activities! MOVE-IN READY w/ Roof, Fence and Driveway all replaced in 2017. Great Location by HWY 6, HWY 59, Shopping, Restaurants & More!More",Single Family,1980.0,Other,Central,2.0,43.0,10171.0,,,,,,,8.0,8.0,8.0,,,29.594302,-95.609861,http://www.zillow.com/homedetails/2503-Ferry-Lndg-Sugar-Land-TX-77478/27562085_zpid/,231521,210684,254673,1700,1513,1836,05/10/19,230142.0,,,,,,
27562086,For Sale,Sugar Land,210000.0,3.0,2.0,1697.0,"2507 Ferry Lndg, Sugar Land, TX 77478",2507 Ferry Lndg,Sugar Land,TX,77478,For sale,23.0,1637.0,17.0,"Calling all investors! Very charming 3 bedroom, 2 bath in desirable Highlands subdivision. Close proximity to malls and restaurants! Home is tenant occupied, please do not disturb tenants, drive by only. Arrangements can be made if buyer wants to view inside.",Single Family,1980.0,Other,Central,2.0,43.0,6708.0,124.0,2.0,Yes,1.0,1980.0,1390.0,8.0,8.0,8.0,,,29.594522,-95.609721,http://www.zillow.com/homedetails/2507-Ferry-Lndg-Sugar-Land-TX-77478/27562086_zpid/,205240,194978,215502,1625,1495,1739,,,,,,,,
