zpid,home type,region,value,bed,bath,sqft,address full,address,city,state,zip,status,time on zillow,views,saves,description,type,year built,heating,cooling,parking,hoa,lot,price/sqft,garage spaces,attached garage,stories,major remodel year,monthly cost,school 1,school 2,school 3,lat,lon,api lat,api lon,api link,api zestimate,api zestimate low,api zestimate high,api rent zestimate,api rent zestimate low,api rent zestimate high,date sold,home value,rent value,date available,pets,laundry,deposit & fees,api neighborhood index,rent estimate,closing cost,prop tax,total project cost,down payment,loan amount,monthly p&i,total cash needed,vacancy expense,repair expense,capex expense,management expense,hoa expense,monthly expenses,monthly cashflow,cash on cash roi
27565191,Sold,Missouri City,128500.0,3.0,2.0,1842.0,"1810 Kingman Dr, Missouri City, TX 77489",1810 Kingman Dr,Missouri City,TX,77489,Sold,,,,"1810 Kingman Dr, Missouri City, TX is a single family home that contains 1,842 sq ft and was built in 1978. It contains 3 bedrooms and 2 bathrooms. This home last sold for $128,500 in August 2017. The Zestimate for this house is $154,352, which has increased by $13,418 in the last 30 days. The Rent Zestimate for this home is $1,475/mo, which has increased by $45/mo in the last 30 days. More",Single Family,1978.0,Other,Central,2.0,No Data,6860.0,,,,,,,3.0,3.0,2.0,,,29.603507,-95.512623,http://www.zillow.com/homedetails/1810-Kingman-Dr-Missouri-City-TX-77489/27565191_zpid/,154352.0,140460.0,166700.0,1475.0,1313.0,1549.0,08/07/17,154352.0,,,,,,,1475.0,5402.32,3395.744,161754.32,38588.0,115764.0,569.4892955092447,43990.32,73.75,73.75,73.75,118.0,60.0,1451.7179621759115,23.282037824088547,0.6351043908956847
27565202,Sold,Missouri City,183000.0,4.0,2.0,1970.0,"1807 Hunters Ct, Missouri City, TX 77489",1807 Hunters Ct,Missouri City,TX,77489,Sold,,,,"1807 Hunters Ct, Missouri City, TX is a single family home that contains 1,970 sq ft and was built in 1978. It contains 4 bedrooms and 2 bathrooms. This home last sold for $183,000 in February 2019. The Zestimate for this house is $178,710. The Rent Zestimate for this home is $1,525/mo, which has decreased by $2/mo in the last 30 days. More",Single Family,1978.0,Other,Central,2.0,9.0,0.28,,,,,,,3.0,3.0,2.0,,,29.603334999999998,-95.51403,http://www.zillow.com/homedetails/1807-Hunters-Ct-Missouri-City-TX-77489/27565202_zpid/,179929.0,154739.0,190725.0,1550.0,1410.0,1690.0,02/01/19,178710.0,,,,,,,1550.0,6297.515,3958.4380000000006,188226.515,44982.25,134946.75,663.856894965293,51279.765,77.5,77.5,77.5,124.0,9.0,1559.2267282986263,-9.226728298626313,-0.2159150682213847
27565334,Sold,Missouri City,160000.0,3.0,2.0,1970.0,"542 Dalewood Dr, Missouri City, TX 77489",542 Dalewood Dr,Missouri City,TX,77489,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Welcome Home to this beautiful 3/2 bath home nestled on a corner lot in the heart of Hunters Glen. This highly desirable floorplan provides an open feel from the kitchen through the living room & breakfast areas. Enjoy an abundance of counter space & cabinetry in the gourmet kitchen. Relax in your private master suite with oversized soaking tub and the separate shower. Secondary bedrooms are complete with ceiling fans. Host your next BBQ on your patio outside, a perfect setting for a gathering of family and friends. Zoned to highly rated Ft. Bend ISD Schools. This home will not last long.More",Single Family,1977.0,Other,Central,2.0,9.0,8276.0,,,,,,,3.0,3.0,2.0,,,29.605817,-95.512179,http://www.zillow.com/homedetails/542-Dalewood-Dr-Missouri-City-TX-77489/27565334_zpid/,178610.0,164321.0,187540.0,1510.0,1389.0,1661.0,07/15/19,160114.0,,,,,,,1510.0,6251.35,3929.4200000000005,186861.35,44652.5,133957.5,658.9903795927893,50903.85,75.5,75.5,75.5,120.8,9.0,1542.742046259456,-32.74204625945595,-0.7718562645329801
27565370,Sold,Missouri City,225000.0,3.0,3.0,1876.0,"514 Fawnwood Dr, Missouri City, TX 77489",514 Fawnwood Dr,Missouri City,TX,77489,Sold,,,,"514 Fawnwood Dr, Missouri City, TX is a single family home that contains 1,876 sq ft and was built in 2018. It contains 3 bedrooms and 3 bathrooms. This home last sold for $225,000 in May 2019. The Zestimate for this house is $225,262, which has decreased by $1,147 in the last 30 days. The Rent Zestimate for this home is $1,650/mo, which has increased by $9/mo in the last 30 days. More",Single Family,2018.0,Other,Central,2.0,33.0,7326.0,,,,,,,3.0,3.0,2.0,,,29.605056,-95.511137,http://www.zillow.com/homedetails/514-Fawnwood-Dr-Missouri-City-TX-77489/27565370_zpid/,226534.0,206146.0,249187.0,1650.0,1452.0,1897.0,05/17/19,225262.0,,,,,,,1650.0,7928.69,4983.7480000000005,236462.69,56633.5,169900.5,835.8083346434854,64562.19,82.5,82.5,82.5,132.0,33.0,1863.6206679768188,-213.62066797681882,-3.970509698821904
27565456,Sold,Missouri City,170000.0,3.0,2.0,1775.0,"1326 Gentle Bend Dr, Missouri City, TX 77489",1326 Gentle Bend Dr,Missouri City,TX,77489,Sold,,,,"1326 Gentle Bend Dr, Missouri City, TX is a single family home that contains 1,775 sq ft and was built in 1982. It contains 3 bedrooms and 2 bathrooms. This home last sold for $170,000 in September 2019. The Zestimate for this house is $170,247, which has decreased by $147 in the last 30 days. The Rent Zestimate for this home is $1,490/mo, which has increased by $40/mo in the last 30 days. More",Single Family,1982.0,Other,Central,2.0,No Data,7762.0,,,,,,,3.0,3.0,2.0,,,29.596909000000004,-95.52255,http://www.zillow.com/homedetails/1326-Gentle-Bend-Dr-Missouri-City-TX-77489/27565456_zpid/,170645.0,155287.0,187709.0,1500.0,1350.0,1620.0,09/13/19,170247.0,,,,,,,1500.0,5972.575,3754.1900000000005,178617.575,42661.25,127983.75,629.6031203494291,48633.825,75.0,75.0,75.0,120.0,60.0,1547.4522870160959,-47.45228701609585,-1.1708465130866228
27565472,Sold,Missouri City,116000.0,3.0,2.0,1638.0,"1410 Gentle Bend Dr, Missouri City, TX 77489",1410 Gentle Bend Dr,Missouri City,TX,77489,Sold,,,,Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Home needing some TlC. Great location and area. Never flooded. Close to schools and the beltway. Late backyard in a quiet neighborhood. This home needs work but has a lot of potential.More,Single Family,1978.0,Other,Central,2.0,21.0,7422.0,,,,,,,3.0,3.0,2.0,,,29.593809000000004,-95.524073,http://www.zillow.com/homedetails/1410-Gentle-Bend-Dr-Missouri-City-TX-77489/27565472_zpid/,117863.0,107255.0,129649.0,1425.0,1311.0,1539.0,09/25/18,117863.0,,,,,,,1425.0,4125.205,2592.9860000000003,123988.205,29465.75,88397.25,434.86133536725225,33590.955,71.25,71.25,71.25,114.0,21.0,1199.693502033919,225.306497966081,8.048827357224503
27565496,Sold,Missouri City,163500.0,3.0,2.0,1601.0,"1327 Fieldstone Dr, Missouri City, TX 77489",1327 Fieldstone Dr,Missouri City,TX,77489,Sold,,,,Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.This is a nice and cozy home. needs cosmetic work but has great bones.More,Single Family,1981.0,Other,Central,2.0,No Data,7405.0,,,,,,,3.0,3.0,2.0,,,29.591882000000002,-95.521342,http://www.zillow.com/homedetails/1327-Fieldstone-Dr-Missouri-City-TX-77489/27565496_zpid/,167192.0,152145.0,183911.0,1500.0,1395.0,1575.0,04/09/18,166363.0,,,,,,,1500.0,5851.72,3678.224,175043.72,41798.0,125394.0,616.8631070201983,47649.72,75.0,75.0,75.0,120.0,60.0,1528.381773686865,-28.381773686865017,-0.7147603055010191
27565540,Sold,Missouri City,130000.0,3.0,2.0,1464.0,"2211 Hammerwood Dr, Missouri City, TX 77489",2211 Hammerwood Dr,Missouri City,TX,77489,Sold,,,,Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Great single story home in Hunters Glen with lots of potential!! Great for investor or first time homebuyer. Home is being sold ''as-is'' no repairs will be done. Great open concept with tile throughout. Great backyard and great location. Quiet neighborhood and centrally located near shopping and schools. Master bedroom and secondary bedrooms a great size. Home did not flood during Harvey. No backyard neighbors.More,Single Family,1980.0,Other,Central,2.0,No Data,8123.0,,,,,,,3.0,3.0,2.0,,,29.596856,-95.516853,http://www.zillow.com/homedetails/2211-Hammerwood-Dr-Missouri-City-TX-77489/27565540_zpid/,133383.0,120045.0,148055.0,1449.0,1304.0,1536.0,01/22/18,133383.0,,,,,,,1449.0,4668.405,2934.4260000000004,140051.405,33345.75,100037.25,492.1231386889033,38014.155,72.45,72.45,72.45,115.92,60.0,1329.9286386889034,119.07136131109655,3.7587481182553146
27565639,For Sale,Missouri City,179000.0,3.0,2.0,1644.0,"1210 Blue Diamond Dr, Missouri City, TX 77489",1210 Blue Diamond Dr,Missouri City,TX,77489,For sale,20.0,60.0,3.0,"THIS IS A BEAUTY! A COMPLETELY RENOVATED PROPERTY WITH BEAUTIFUL EXTERIOR AND INTERIOR FEATURING GRANITE COUNTERTOPS, BEAUTIFUL FLOORING, BEAUTIFUL CABINETS, NEW CARPET, NEW ROOF, FOUNDATION REPAIRED WITH TRANSFERABLE WARRANTY, NEW AC, NEW ELECTRICAL, NEW VENTS, DUCK WORK, NEW CEILING FANS, NEW STOVE, DISWASHER AND SO MUCH MORE! IN A VERY CONVENIENT AREA! TRUST ME IT WON'T LAST LONG !!!! Rooms are approximate.",Single Family,1980.0,Other,Central,2.0,,6917.0,109.0,2.0,Yes,1.0,1980.0,1119.0,3.0,3.0,2.0,,,29.596945,-95.51968000000001,http://www.zillow.com/homedetails/1210-Blue-Diamond-Dr-Missouri-City-TX-77489/27565639_zpid/,,,,1450.0,1363.0,1537.0,,,,,,,,,1450.0,,,,,,,,72.5,72.5,72.5,116.0,,,,
27565690,Sold,Missouri City,150000.0,3.0,2.0,1768.0,"1319 Gentle Bend Dr, Missouri City, TX 77489",1319 Gentle Bend Dr,Missouri City,TX,77489,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Welcome Home! Prestine Condition, Tile & Laminate Wood Floors (No Carpet), Split Plan, Formal Dining, Open to Breakfast Room & Kitchen w/lots of Cabinets, Spacious Family Room with High Ceilings & Cozy Brick Wood Burning Fireplace, Large Master Suite, Bath completely redone, walkin closet, Upstairs Gameroom (not consider in sqft) is big enough for Pool Table, Shady Backyard with Matured Fruit Trees, Full Gutters, 4 Sides Brick & Small Area with Hardiplank, Water Heaters & 2 HVAC replaced 2015.More",Single Family,1980.0,Other,Central,2.0,No Data,6969.0,,,,,,,3.0,3.0,2.0,,,29.596763,-95.521875,http://www.zillow.com/homedetails/1319-Gentle-Bend-Dr-Missouri-City-TX-77489/27565690_zpid/,155839.0,140255.0,172981.0,1500.0,1380.0,1575.0,06/04/17,155318.0,,,,,,,1500.0,5454.365,3428.4580000000005,163293.365,38959.75,116879.25,574.9756551445087,44414.115,75.0,75.0,75.0,120.0,60.0,1465.6804884778421,34.31951152215788,0.9272595846295589
27565700,Sold,Missouri City,197500.0,4.0,3.0,2601.0,"1359 Gentle Bend Dr, Missouri City, TX 77489",1359 Gentle Bend Dr,Missouri City,TX,77489,Sold,,,,"1359 Gentle Bend Dr, Missouri City, TX is a single family home that contains 2,601 sq ft and was built in 1979. It contains 4 bedrooms and 3 bathrooms. This home last sold for $197,500 in January 2020. The Zestimate for this house is $197,833, which has increased by $279 in the last 30 days. The Rent Zestimate for this home is $1,800/mo. MoreWhat I Love About The HomeThis home is great for entertaining with an open floor plan and large backyard space! Enjoy convenient access to the neighborhood amenities across the street!",Single Family,1979.0,Other,Central,2.0,27.0,8947.0,,,,,,,3.0,3.0,2.0,,,29.595508000000002,-95.52344000000001,http://www.zillow.com/homedetails/1359-Gentle-Bend-Dr-Missouri-City-TX-77489/27565700_zpid/,198182.0,180346.0,218000.0,1850.0,1554.0,2183.0,01/16/20,197833.0,,,,,,,1850.0,6936.37,4360.004,207118.37,49545.5,148636.5,731.2022362043456,56481.87,92.5,92.5,92.5,148.0,27.0,1747.0359028710122,102.96409712898776,2.1875500325110573
27565765,Sold,Missouri City,130000.0,4.0,2.0,1950.0,"1330 Tiny Tree Dr, Missouri City, TX 77489",1330 Tiny Tree Dr,Missouri City,TX,77489,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Home is back on market For Sale...LAST CONTRACT Terminated..... NOTICE !!! SPECIAL QUICK SALE SOLD AS IS"" ALERT ! PLEASE CALL OWNER OR EMAIL!!! -myrtleroland@gmail.com Phone # 832-846-0207- New Agent is Bizmarck Mendoza @ 832- 517-2855- Keller WIlliams ALERT !!!!! I will forward to right person. I AM THE OWNER AND I WILL FORWARD YOU TO THE RIGHT PERSON - PLEASE CONTACT ME AT -832-846-0207 Email- myrtleroland@gmail.com I WILL FORWARD YOU TO THE RIGHT PERSON !!!! THANK YOU ALL !!! SOLD AS IS"".... Large back yard. Patio and Patio entrance to kitchen and to Master Bed Rm. Fireplace in living room. House have a lot of potential and open for negotiations on updating and other remodeling ideas or preferences. We do remodeling as well. We are open for negotiating with any and all pre approved serious buyers. New carpeting thru out the house and ceramic tile recently installed in kitchen, family room, and bathrooms. Let's Make This Deal Work To Your Satisfaction ! We have the tools, we're just waiting on you. myrtleroland@gmail.com- 832-846-0207 ALERT !****832-517-2855- Agent Bismarck Mendoza . Email or call this number and I will forward you to the right person. Thank you !MoreWhat I Love About The HomeALERT !!!!  PLEASE CONTACT OWNER :
at 832-846-0207-if you can't reach anyone else.
Email -myrtleroland@gmail.com
New Agent- 832-517-2855- Bismarck Mendoza- Keller Williams 
Please Call Owner... And My Agent  !!!  
Call this no 832-846-0207 or email myrtleroland@gmail.com  - I will forward you  to the right person. Thank you !
Email- myrtleroland@gmail.com 
NEGOTIABLE FOR SERIOUS BUYERS - REDUCED FOR QUICK SALE- TLC Needed ! A Lot of Space To Work With *** Proof of Funding & Pre- Approvals Required for Showing*****
Realtors Bring Your Buyers and Let's Make A Deal !  Investors Welcome ! But No Investor's Schemes Please ! Only Serious Buyers"" It Doesn't Matter Whether Cash or Funding....The Numbers Must Add Up ! No Low Balling Games ! Price Is Negotiable Highest QUALIFIED Bidder Wins ! Negotiable For Quick Cash Sales Only ! With Proof of Bank Funds ! 
Send In Your Offer ! 832-846-0207
We Also Do Remodeling****Make Ready's 
Residential and Commercial""
***Large back yard and extra space in family room, formal living room and formal dining.***
Intercom with radio thru out home. Fireplace. Entrance to patio from kitchen/family room and master bedroom. The neighborhood has a library, park, and restaurants, and Subway, Pizza, Chicken, Seafood  and Fried Chicken,
 Oriental, American,   and many varieties of food to serve you. Also pharmacy,  grocery stores, and  banks in near vacinity. Also beltway and freeway accessible nearby.",Single Family,1978.0,Other,Central,2.0,No Data,0.27,,,,,,,3.0,3.0,2.0,,,29.59488,-95.520787,http://www.zillow.com/homedetails/1330-Tiny-Tree-Dr-Missouri-City-TX-77489/27565765_zpid/,135188.0,121669.0,150059.0,1550.0,1379.0,1690.0,05/25/17,135188.0,,,,,,,1550.0,4731.58,2974.1360000000004,141919.58,33797.0,101391.0,498.7827749643917,38528.58,77.5,77.5,77.5,124.0,60.0,1363.1274416310584,186.87255836894155,5.820278609871681
27565767,Sold,Missouri City,153000.0,3.0,2.0,1675.0,"1335 Tiny Tree Dr, Missouri City, TX 77489",1335 Tiny Tree Dr,Missouri City,TX,77489,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Cozy one story on an established cul-de-sac for extra privacy just waiting for your personal cosmetic touch. Split floor plan featuring two full bathrooms. This home is PERFECT for FIRST TIME HOME BUYERS or INVESTORS! Home is sold ""AS-IS"". Easy access to to Beltway 8 and the Fort Bend Toll Road. Call us now to schedule your private showing before this baby is GOING GOING GONE! Washer, Dryer and Refrigerator are included!More",Single Family,1978.0,Other,Central,2.0,27.0,7331.0,,,,,,,3.0,3.0,2.0,,,29.594905999999998,-95.521275,http://www.zillow.com/homedetails/1335-Tiny-Tree-Dr-Missouri-City-TX-77489/27565767_zpid/,153759.0,139921.0,169135.0,1449.0,1362.0,1536.0,06/18/19,153104.0,,,,,,,1449.0,5381.565,3382.6980000000003,161140.565,38439.75,115319.25,567.3013928436689,43821.315,72.45,72.45,72.45,115.92,27.0,1409.462892843669,39.5371071563311,1.0826815349470302
27565843,For Rent,Missouri City,,3.0,2.0,1701.0,"1102 Mossridge Dr, Missouri City, TX 77489",1102 Mossridge Dr,Missouri City,TX,77489,For sale,89.0,316.0,,"EXTENSIVELY UPGRADED/REMODELED 3 BEDRMS, 2 FULL BATHS AND 2 CAR ATTACHED GARAGE HOUSE IN MISSOURI CITY. NICE COMBINATION OF LAMINATE, CARPET AND TILE/STONE FOR FLOORING. BEDROOMS ARE SPACIOUS. KITCHEN IS OPEN TO FAMILY AREA. GRANITE COUNTER, DOUBLE STACK OVEN, COOK TOP, MICROWAVE AND ELEGANT FIXTURES ALL ADD TO KITCHEN UPGRADE. COVERED PATIO IN THE BACK. A NICE SIZE BACKYARD! PLS MAKE AN APPTMNT TO SEE IT BEFORE IT'S TOO LATE! THERE WAS NO HARVEY FLOODING!",Single Family,1979.0,Other,Central,2.0,27.0,9108.0,115.0,2.0,Yes,1.0,1979.0,,3.0,3.0,2.0,,,29.595840000000003,-95.517031,http://www.zillow.com/homedetails/1102-Mossridge-Dr-Missouri-City-TX-77489/27565843_zpid/,129462.0,117810.0,142408.0,1496.0,1302.0,1586.0,,,194900.0,,,,,,1496.0,4531.17,2848.164,135993.17,32365.5,97096.5,477.6564163419836,36896.67,74.8,74.8,74.8,119.68,27.0,1286.0834163419836,209.9165836580164,6.827171676729084
27565843,For Sale,Missouri City,194900.0,3.0,2.0,1701.0,"1102 Mossridge Dr, Missouri City, TX 77489",1102 Mossridge Dr,Missouri City,TX,77489,For sale,84.0,317.0,9.0,"EXTENSIVELY UPGRADED/REMODELED 3 BEDRMS, 2 FULL BATHS AND 2 CAR ATTACHED GARAGE HOUSE IN MISSOURI CITY. NICE COMBINATION OF LAMINATE, CARPET AND TILE/STONE FOR FLOORING. BEDROOMS ARE SPACIOUS. KITCHEN IS OPEN TO FAMILY AREA. GRANITE COUNTER, DOUBLE STACK OVEN, COOK TOP, MICROWAVE AND ELEGANT FIXTURES ALL ADD TO KITCHEN UPGRADE. COVERED PATIO IN THE BACK. A NICE SIZE BACKYARD! PLS MAKE AN APPTMNT TO SEE IT BEFORE IT'S TOO LATE! THERE WAS NO HARVEY FLOODING!",Single Family,1979.0,Other,Central,2.0,27.0,9108.0,115.0,2.0,Yes,1.0,1979.0,1243.0,3.0,3.0,2.0,,,29.595840000000003,-95.517031,http://www.zillow.com/homedetails/1102-Mossridge-Dr-Missouri-City-TX-77489/27565843_zpid/,129462.0,117810.0,142408.0,1496.0,1302.0,1586.0,,,,,,,,,1496.0,4531.17,2848.164,135993.17,32365.5,97096.5,477.6564163419836,36896.67,74.8,74.8,74.8,119.68,27.0,1286.0834163419836,209.9165836580164,6.827171676729084
27565853,For Sale,Missouri City,168900.0,4.0,2.0,1950.0,"2211 Long Barrel Ln, Missouri City, TX 77489",2211 Long Barrel Ln,Missouri City,TX,77489,For sale,11.0,13.0,0.0,"Great home in the heart of Missouri City, offers formal living and formal dining areas with high ceilings, all ceramic tile floors, remodeled kitchen with huge Granite counters and white cabinets, modern appliances, spacious Den, great size master bedroom and updated Master bath with large shower, updated hall bath with Jacuzzi tub, covered patio in backyard, no thru traffic street,great condition great price.",Single Family,1980.0,Other,Central,2.0,37.0,6899.0,87.0,2.0,Yes,1.0,1980.0,1088.0,3.0,3.0,2.0,,,29.596667,-95.517746,http://www.zillow.com/homedetails/2211-Long-Barrel-Ln-Missouri-City-TX-77489/27565853_zpid/,176434.0,158791.0,187020.0,1500.0,1380.0,1650.0,,,,,,,,,1500.0,6175.19,3881.5480000000007,184609.19,44108.5,132325.5,650.9619205703722,50283.69,75.0,75.0,75.0,120.0,37.0,1556.4242539037054,-56.42425390370545,-1.346542083217173
27565887,For Rent,Missouri City,,3.0,2.0,1694.0,"1235 Mossridge Dr, Missouri City, TX 77489",1235 Mossridge Dr,Missouri City,TX,77489,For sale,1.0,443.0,,"Excellent starter home -One story, ranch style home with 3 bedrooms/2 baths, attached Two car garage, fireplace and fenced in backyard. High ceiling in Family room, formal dining with access to the kitchen. Great for the first time buyer and/or Investment Property! Call to schedule a Facetime Live Tour.",Single Family,1979.0,Forced air,Central,2.0,27.0,8041.0,88.0,2.0,Yes,1.0,1979.0,,3.0,3.0,2.0,,,29.593479,-95.519707,http://www.zillow.com/homedetails/1235-Mossridge-Dr-Missouri-City-TX-77489/27565887_zpid/,,,,1450.0,1363.0,1595.0,,,149800.0,,,,,,1450.0,,,,,,,,72.5,72.5,72.5,116.0,27.0,,,
27565887,For Sale,Missouri City,149800.0,3.0,2.0,1694.0,"1235 Mossridge Dr, Missouri City, TX 77489",1235 Mossridge Dr,Missouri City,TX,77489,For sale,1.0,443.0,43.0,"Excellent starter home -One story, ranch style home with 3 bedrooms/2 baths, attached Two car garage, fireplace and fenced in backyard. High ceiling in Family room, formal dining with access to the kitchen. Great for the first time buyer and/or Investment Property! Call to schedule a Facetime Live Tour.",Single Family,1979.0,Forced air,Central,2.0,27.0,8041.0,88.0,2.0,Yes,1.0,1979.0,959.0,3.0,3.0,2.0,,,29.593479,-95.519707,http://www.zillow.com/homedetails/1235-Mossridge-Dr-Missouri-City-TX-77489/27565887_zpid/,,,,1450.0,1363.0,1595.0,,,,,,,,,1450.0,,,,,,,,72.5,72.5,72.5,116.0,27.0,,,
27565971,Sold,Missouri City,170000.0,5.0,2.0,1953.0,"1423 River Rock Dr, Missouri City, TX 77489",1423 River Rock Dr,Missouri City,TX,77489,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.If you are looking for a spacious 5 Bedroom, 1 Story Home on a large lot (over 1/4 acre), then look no further! Gleaming hardwood floors and tile throughout this home. Updated kitchen with granite countertops and dinette area, plus formal diningroom. Entertain in the roomy livingroom with wood burning fireplace. Home also has a den for additional recreation. Master bedroom can accommodate large furniture and has its own private bath. Extremely large back yard with patio. Must See! Easy access to the Fort Bend Tollway, schools and shopping.More",Single Family,1979.0,Other,Central,2.0,No Data,0.28,,,,,,,3.0,3.0,2.0,,,29.592609999999997,-95.52306899999999,http://www.zillow.com/homedetails/1423-River-Rock-Dr-Missouri-City-TX-77489/27565971_zpid/,172764.0,157215.0,190040.0,1450.0,1363.0,1595.0,09/21/18,172344.0,,,,,,,1450.0,6046.74,3800.8080000000004,180810.74,43191.0,129573.0,637.4212750684096,49237.74,72.5,72.5,72.5,116.0,60.0,1547.6552750684095,-97.65527506840954,-2.3800103352040822
27566078,Sold,Missouri City,173000.0,4.0,2.0,1848.0,"2422 Doverglen Dr, Missouri City, TX 77489",2422 Doverglen Dr,Missouri City,TX,77489,Sold,,,,"2422 Doverglen Dr, Missouri City, TX is a single family home that contains 1,848 sq ft and was built in 1982. It contains 4 bedrooms and 2 bathrooms. This home last sold for $173,000 in October 2019. The Zestimate for this house is $173,333, which has increased by $57 in the last 30 days. The Rent Zestimate for this home is $1,500/mo, which has increased by $9/mo in the last 30 days. More",Single Family,1982.0,Other,Central,2.0,23.0,6782.0,,,,,,,3.0,3.0,2.0,,,29.593027000000003,-95.51220699999999,http://www.zillow.com/homedetails/2422-Doverglen-Dr-Missouri-City-TX-77489/27566078_zpid/,173732.0,158096.0,191105.0,1500.0,1350.0,1695.0,10/15/19,173333.0,,,,,,,1500.0,6080.62,3822.1040000000003,181812.62,43433.0,130299.0,640.9927586776466,49513.62,75.0,75.0,75.0,120.0,23.0,1527.5014253443132,-27.501425344313247,-0.6665178270782038
27566236,For Sale,Missouri City,169000.0,3.0,2.0,1420.0,"610 Brookford Dr, Missouri City, TX 77489",610 Brookford Dr,Missouri City,TX,77489,For sale,138.0,433.0,39.0,"One story home with three bedrooms and huge yard. Recent paint inside and out. Large tile flooring throughout with updated kitchen featuring granite counter tops, recent cabinets and stainless steel appliances. Bathrooms updated with granite vanities, cabinets, tile surround tub and toilets. Close to Fort Bend Parkway and Sam Houston Tollway.",Single Family,1981.0,Other,Central,2.0,25.0,8106.0,119.0,2.0,Yes,1.0,1981.0,1080.0,3.0,3.0,2.0,,,29.596764,-95.51075300000001,http://www.zillow.com/homedetails/610-Brookford-Dr-Missouri-City-TX-77489/27566236_zpid/,167109.0,158754.0,175464.0,1400.0,1330.0,1596.0,,,,,,,,,1400.0,5848.815,3676.3980000000006,174957.815,41777.25,125331.75,616.5568744380014,47626.065,70.0,70.0,70.0,112.0,25.0,1469.9233744380015,-69.92337443800147,-1.7618094067944048
27566360,Sold,Missouri City,127000.0,4.0,2.0,1517.0,"2431 Hammerwood Dr, Missouri City, TX 77489",2431 Hammerwood Dr,Missouri City,TX,77489,Sold,,,,"2431 Hammerwood Dr, Missouri City, TX is a single family home that contains 1,517 sq ft and was built in 1981. It contains 4 bedrooms and 2 bathrooms. This home last sold for $127,000 in January 2019. The Zestimate for this house is $128,604, which has increased by $373 in the last 30 days. The Rent Zestimate for this home is $1,400/mo, which has decreased by $17/mo in the last 30 days. More",Single Family,1981.0,Other,Central,2.0,No Data,7470.0,,,,,,,3.0,3.0,2.0,,,29.593262,-95.51453599999999,http://www.zillow.com/homedetails/2431-Hammerwood-Dr-Missouri-City-TX-77489/27566360_zpid/,128604.0,117030.0,141464.0,1400.0,1302.0,1540.0,01/21/19,128604.0,,,,,,,1400.0,4501.14,2829.2880000000005,135105.14,32151.0,96453.0,474.49078314288715,36652.14,70.0,70.0,70.0,112.0,60.0,1292.2647831428872,107.73521685711285,3.5272772675356863
27566492,Sold,Missouri City,161000.0,3.0,2.0,1760.0,"903 Foxborrough Ln, Missouri City, TX 77489",903 Foxborrough Ln,Missouri City,TX,77489,Sold,,,,Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Lovely former model home located in Hunters Glen. Owner took pride in the maintenance of this home. Huge living and separate dining area with beautiful laminate flooring. Kitchen has stainless steel appliances and leads to a wonderful yard with outside deck equipped with ceiling fans. Nice size master bedroom with huge ensuite that includes granite counter tops and sky lights. Great additional bedrooms with secondary bathroom that also has granite counter tops and skylights. The awesome gem about this home is the study/library which is located in garage area. Please do not miss it.More,Single Family,1984.0,Other,Central,1.0,No Data,5937.0,,,,,,,3.0,3.0,2.0,,,29.601409000000004,-95.516175,http://www.zillow.com/homedetails/903-Foxborrough-Ln-Missouri-City-TX-77489/27566492_zpid/,164736.0,149910.0,181210.0,1450.0,1363.0,1537.0,03/28/18,163928.0,,,,,,,1450.0,5765.76,3624.192,172501.76,41184.0,123552.0,607.8015742265144,46949.76,72.5,72.5,72.5,116.0,60.0,1503.3175742265144,-53.31757422651435,-1.3627564671644161
27566532,Sold,Missouri City,65000.0,4.0,2.0,2686.0,"915 Foxglove Dr, Missouri City, TX 77489",915 Foxglove Dr,Missouri City,TX,77489,Sold,,,,"915 Foxglove Dr, Missouri City, TX is a single family home that contains 2,686 sq ft and was built in 1986. It contains 4 bedrooms and 2 bathrooms. This home last sold for $65,000 in February 2020. The Zestimate for this house is $200,761, which has decreased by $2,511 in the last 30 days. The Rent Zestimate for this home is $1,800/mo, which has increased by $3/mo in the last 30 days. More",Single Family,1986.0,Other,Central,2.0,No Data,0.27,,,,,,,3.0,3.0,2.0,,,29.599764,-95.516372,http://www.zillow.com/homedetails/915-Foxglove-Dr-Missouri-City-TX-77489/27566532_zpid/,200761.0,186708.0,216822.0,1800.0,1656.0,1998.0,02/24/20,200761.0,,,,,,,1800.0,7026.635,4416.742,209787.635,50190.25,150570.75,740.7175835475502,57216.885,90.0,90.0,90.0,144.0,60.0,1782.7794168808837,17.220583119116327,0.3611643615855633
